raw_text,text_tfidf,text_bert,time
﻿﻿노답,노답,노답,2025-03-27T01:01:37+09:00
﻿﻿멍멍 같군,멍멍 같군,멍멍 같군,2025-03-28T21:57:01+09:00
﻿﻿105간닷!,105간닷,105간닷!,2025-03-26T23:23:52+09:00
﻿﻿99층 우째됨,99층 우째됨,99층 우째됨,2025-03-31T22:46:16+09:00
﻿﻿트럼프와 별개로 미래를 생각했을때는 앞으로 가장 돈을 많이 벌 기업은 역시 엔비디아라고 생각합니다. 그이유는 엔비디아칩과 쿠다는 지금의 PC&윈도우 두가지의 결합입니다. 그리고 ai는 양자컴퓨터 기술까지 더해지고있는데 칩과 운영체제부분은 다른빅테크기업이 막대한 자금을 쏟아서 어느정도 따라오더라도 양자까지 끼면 더 많은 퀘스쳔이 생길거라고 생각합니다. 그래서 황이 양자를 세상의 관심에서 멀어지게 하고싶은것 같습니다AI는 자동차처럼 세계여러 기업들이 자신들의 기술로 차를 만들어내듯이 시장을 양분하는 양상은 아닐거라고 생각합니다 그만큼 고도의 기술력이 필요하고 쉽게말해서 따라할 엄두가 안난다는 표현이 맞겠네요 자체개발 자체운영체제 거기에 양자기술력까지 합친 첨단 기술을 엔비디아보다 더 잘할수있을까? 혹은 엔비디아만큼 할수있을까? 어려운 난제라고 생각합니다. 이미 시장이 한번 점유되면 그것을 뻇는데는 엔비디아가 투자에 쓴돈의 몇십배를 써도 쉽지않을거라고 생각합니다. 테슬라 애플의 자체AI기술이 엔비디아에비해 훨씬 뒤 떨어진다면 엔비디아쿠다를 기반해서 차를만들고 휴대용디바이스를 만드는 다른 기업에게 경쟁 우위를 내어줄수도 있다고 생각합니다. 오히려 앞날을 걱정해야하는건 M7중에 엔비디아 제외 다른기업들이라고 생각합니다.,트럼프와 별개로 미래를 생각했을때는 앞으로 가장 돈을 많이 벌 기업은 역시 엔비디아라고 생각합니다 그이유는 엔비디아칩과 쿠다는 지금의 PC윈도우 두가지의 결합입니다 그리고 ai는 양자컴퓨터 기술까지 더해지고있는데 칩과 운영체제부분은 다른빅테크기업이 막대한 자금을 쏟아서 어느정도 따라오더라도 양자까지 끼면 더 많은 퀘스쳔이 생길거라고 생각합니다 그래서 황이 양자를 세상의 관심에서 멀어지게 하고싶은것 같습니다AI는 자동차처럼 세계여러 기업들이 자신들의 기술로 차를 만들어내듯이 시장을 양분하는 양상은 아닐거라고 생각합니다 그만큼 고도의 기술력이 필요하고 쉽게말해서 따라할 엄두가 안난다는 표현이 맞겠네요 자체개발 자체운영체제 거기에 양자기술력까지 합친 첨단 기술을 엔비디아보다 더 잘할수있을까 혹은 엔비디아만큼 할수있을까 어려운 난제라고 생각합니다 이미 시장이 한번 점유되면 그것을 뻇는데는 엔비디아가 투자에 쓴돈의 몇십배를 써도 쉽지않을거라고 생각합니다 테슬라 애플의 자체AI기술이 엔비디아에비해 훨씬 뒤 떨어진다면 엔비디아쿠다를 기반해서 차를만들고 휴대용디바이스를 만드는 다른 기업에게 경쟁 우위를 내어줄수도 있다고 생각합니다 오히려 앞날을 걱정해야하는건 M7중에 엔비디아 제외 다른기업들이라고 생각합니다,트럼프와 별개로 미래를 생각했을때는 앞으로 가장 돈을 많이 벌 기업은 역시 엔비디아라고 생각합니다. 그이유는 엔비디아칩과 쿠다는 지금의 PC윈도우 두가지의 결합입니다. 그리고 ai는 양자컴퓨터 기술까지 더해지고있는데 칩과 운영체제부분은 다른빅테크기업이 막대한 자금을 쏟아서 어느정도 따라오더라도 양자까지 끼면 더 많은 퀘스쳔이 생길거라고 생각합니다. 그래서 황이 양자를 세상의 관심에서 멀어지게 하고싶은것 같습니다AI는 자동차처럼 세계여러 기업들이 자신들의 기술로 차를 만들어내듯이 시장을 양분하는 양상은 아닐거라고 생각합니다 그만큼 고도의 기술력이 필요하고 쉽게말해서 따라할 엄두가 안난다는 표현이 맞겠네요 자체개발 자체운영체제 거기에 양자기술력까지 합친 첨단 기술을 엔비디아보다 더 잘할수있을까? 혹은 엔비디아만큼 할수있을까? 어려운 난제라고 생각합니다. 이미 시장이 한번 점유되면 그것을 뻇는데는 엔비디아가 투자에 쓴돈의 몇십배를 써도 쉽지않을거라고 생각합니다. 테슬라 애플의 자체AI기술이 엔비디아에비해 훨씬 뒤 떨어진다면 엔비디아쿠다를 기반해서 차를만들고 휴대용디바이스를 만드는 다른 기업에게 경쟁 우위를 내어줄수도 있다고 생각합니다. 오히려 앞날을 걱정해야하는건 M7중에 엔비디아 제외 다른기업들이라고 생각합니다.,2025-03-27T17:37:35+09:00
﻿﻿형들 진짜 잣된다  숏은 짧게 롱은 길게 가져가란 말 알지?  내가 볼 땐 숏충 파티는 일주일도  안 남았다 진심 한 방에 ㅈ된다  그 때 익절이나 손절하면 승자고  본전에 나와야지 하고 버티면 미장 퇴학이다  아 물론 이 하락장이 나는 엔비디아  100불 깨져야 끝난다고 생각은 해  그 후 불반등,형들 진짜 잣된다 숏은 짧게 롱은 길게 가져가란 말 알지 내가 볼 땐 숏충 파티는 일주일도 안 남았다 진심 한 방에 된다 그 때 익절이나 손절하면 승자고 본전에 나와야지 하고 버티면 미장 퇴학이다 아 물론 이 하락장이 나는 엔비디아 100불 깨져야 끝난다고 생각은 해 그 후 불반등,형들 진짜 잣된다 숏은 짧게 롱은 길게 가져가란 말 알지? 내가 볼 땐 숏충 파티는 일주일도 안 남았다 진심 한 방에 ㅈ된다 그 때 익절이나 손절하면 승자고 본전에 나와야지 하고 버티면 미장 퇴학이다 아 물론 이 하락장이 나는 엔비디아 100불 깨져야 끝난다고 생각은 해 그 후 불반등,2025-03-29T08:12:04+09:00
﻿﻿종가때 가격 내려갔을때 매수 괜찮슺이까 형님들 친절한 답변 부탁드립니다!!,종가때 가격 내려갔을때 매수 괜찮슺이까 형님들 친절한 답변 부탁드립니다,종가때 가격 내려갔을때 매수 괜찮슺이까 형님들 친절한 답변 부탁드립니다!!,2025-03-29T05:33:46+09:00
﻿﻿결국 갔네,결국 갔네,결국 갔네,2025-03-24T20:41:32+09:00
﻿﻿팩트는 112달러 지지선은 굳건하다는거임,팩트는 112달러 지지선은 굳건하다는거임,팩트는 112달러 지지선은 굳건하다는거임,2025-03-27T09:08:21+09:00
﻿﻿풀매수,풀매수,풀매수,2025-03-31T20:44:57+09:00
﻿﻿내가 팔았으니깐 이제 쏜다~~,내가 팔았으니깐 이제 쏜다,내가 팔았으니깐 이제 쏜다,2025-03-26T00:13:15+09:00
﻿﻿좀 올라봐~내가 그동안 테슬라 보다 더 비중두고 모아왔다고!!!,좀 올라봐내가 그동안 테슬라 보다 더 비중두고 모아왔다고,좀 올라봐내가 그동안 테슬라 보다 더 비중두고 모아왔다고!!!,2025-03-28T18:02:52+09:00
﻿﻿더떨어져라 물타게,더떨어져라 물타게,더떨어져라 물타게,2025-03-28T10:42:06+09:00
﻿﻿지난번 실발 전에 거의 다 정리하고 딱 5주 남겼는데 마이너스 15퍼임 ㅋㅋ 솔직히 쥐ㅈ시드라서 마이너스인건 상관없는데 올해 반등이 없을거같아서 더 무서움 😱,지난번 실발 전에 거의 다 정리하고 딱 5주 남겼는데 마이너스 15퍼임 솔직히 쥐시드라서 마이너스인건 상관없는데 올해 반등이 없을거같아서 더 무서움,지난번 실발 전에 거의 다 정리하고 딱 5주 남겼는데 마이너스 15퍼임 ㅋㅋ 솔직히 쥐ㅈ시드라서 마이너스인건 상관없는데 올해 반등이 없을거같아서 더 무서움,2025-03-31T09:20:11+09:00
﻿﻿살려주세요 다신 주식 안할게요 ㅠㅠ(딸깍),살려주세요 다신 주식 안할게요 딸깍,살려주세요 다신 주식 안할게요 ㅠㅠ딸깍,2025-03-28T20:57:33+09:00
﻿﻿버크셔도 하락 중..,버크셔도 하락 중,버크셔도 하락 중..,2025-03-29T01:20:27+09:00
﻿﻿푸근하다  든든하다  든든따리  든든따  든든따리  든든따,푸근하다 든든하다 든든따리 든든따 든든따리 든든따,푸근하다 든든하다 든든따리 든든따 든든따리 든든따,2025-04-01T00:51:38+09:00
﻿﻿엔비 솔직히 주가 더 비싸야 하는거 아닌가,엔비 솔직히 주가 더 비싸야 하는거 아닌가,엔비 솔직히 주가 더 비싸야 하는거 아닌가,2025-03-26T10:20:43+09:00
﻿﻿엔비야 ㅠ 그만 이제 상승해주면 안 되겠니 너무 힘들다,엔비야 그만 이제 상승해주면 안 되겠니 너무 힘들다,엔비야 ㅠ 그만 이제 상승해주면 안 되겠니 너무 힘들다,2025-04-01T23:22:38+09:00
﻿﻿토스진짜 안되겠네,토스진짜 안되겠네,토스진짜 안되겠네,2025-03-28T22:33:50+09:00
﻿﻿전설의 시작,전설의 시작,전설의 시작,2025-03-29T22:36:46+09:00
﻿﻿얘들아 -0.몇퍼 찍었다고 곡소리내면 주식 어떻게하냐 진득하게 기다려라,얘들아 0몇퍼 찍었다고 곡소리내면 주식 어떻게하냐 진득하게 기다려라,얘들아 0.몇퍼 찍었다고 곡소리내면 주식 어떻게하냐 진득하게 기다려라,2025-04-01T20:41:21+09:00
﻿﻿이번 지수가 생각보다 큰 문제였나요? M7빠지는 폭이 너무커서  전체가 다 3퍼가까이 빠지는거 쉽지않은데,이번 지수가 생각보다 큰 문제였나요 M7빠지는 폭이 너무커서 전체가 다 3퍼가까이 빠지는거 쉽지않은데,이번 지수가 생각보다 큰 문제였나요? M7빠지는 폭이 너무커서 전체가 다 3퍼가까이 빠지는거 쉽지않은데,2025-03-29T01:37:20+09:00
﻿﻿ㅋㅋㅋㅋ,,ㅋㅋㅋㅋ,2025-03-24T22:33:45+09:00
﻿﻿4월2일까지,4월2일까지,4월2일까지,2025-03-31T21:24:21+09:00
﻿﻿두렵다,두렵다,두렵다,2025-03-31T19:46:24+09:00
﻿﻿이런거 한두번 겪나 뭔 호들갑들 ㅎㅎ,이런거 한두번 겪나 뭔 호들갑들,이런거 한두번 겪나 뭔 호들갑들 ㅎㅎ,2025-03-27T01:15:27+09:00
﻿﻿수익률 60%에서 0% 되었다.,수익률 60에서 0 되었다,수익률 60에서 0 되었다.,2025-04-01T23:19:37+09:00
﻿﻿모두가 하방을 예상하는데 과연 기적이 있을지,모두가 하방을 예상하는데 과연 기적이 있을지,모두가 하방을 예상하는데 과연 기적이 있을지,2025-03-31T02:40:10+09:00
﻿﻿눈치 좀 챙겨  앤비야~~,눈치 좀 챙겨 앤비야,눈치 좀 챙겨 앤비야,2025-03-24T23:07:22+09:00
﻿﻿속슬 5% 알람 너무 설레고,속슬 5 알람 너무 설레고,속슬 5 알람 너무 설레고,2025-03-24T20:17:20+09:00
﻿﻿황가는 어짜누 미국에 기댈지 중국에 기대면 이념 사상이 무너 지는데,황가는 어짜누 미국에 기댈지 중국에 기대면 이념 사상이 무너 지는데,황가는 어짜누 미국에 기댈지 중국에 기대면 이념 사상이 무너 지는데,2025-03-27T05:33:02+09:00
﻿﻿5일만에 11퍼 떨어지고 1퍼올랐다고 좋아하는 내가 싫다,5일만에 11퍼 떨어지고 1퍼올랐다고 좋아하는 내가 싫다,5일만에 11퍼 떨어지고 1퍼올랐다고 좋아하는 내가 싫다,2025-04-01T17:29:30+09:00
﻿﻿주가는 110불을 찍었고 하방은 100불을 찍을거라는 예측은 소름돋게 완벽히 맞았다. 하지만 이 글에는 당시 10개가 넘는 조롱 비하 댓글이 달렸다. 결국 당신들이 틀렸고 내가 맞았다. 내 조언을 무시한 대가는 당신들에게 현실로 그것도 큰 투자 손실로 다가왔다. 현실은 냉정하다.,주가는 110불을 찍었고 하방은 100불을 찍을거라는 예측은 소름돋게 완벽히 맞았다 하지만 이 글에는 당시 10개가 넘는 조롱 비하 댓글이 달렸다 결국 당신들이 틀렸고 내가 맞았다 내 조언을 무시한 대가는 당신들에게 현실로 그것도 큰 투자 손실로 다가왔다 현실은 냉정하다,주가는 110불을 찍었고 하방은 100불을 찍을거라는 예측은 소름돋게 완벽히 맞았다. 하지만 이 글에는 당시 10개가 넘는 조롱 비하 댓글이 달렸다. 결국 당신들이 틀렸고 내가 맞았다. 내 조언을 무시한 대가는 당신들에게 현실로 그것도 큰 투자 손실로 다가왔다. 현실은 냉정하다.,2025-03-28T23:23:23+09:00
﻿﻿와.. 무섭다 ㄷㄷㄷㄷㄷㄷㄷ.. 100불까지 가면 1주 추매하야겠다 겁나 무습노 ㄷㄷㄷㄷㄷ..,와 무섭다 100불까지 가면 1주 추매하야겠다 겁나 무습노,와.. 무섭다 ㄷㄷㄷㄷㄷㄷㄷ.. 100불까지 가면 1주 추매하야겠다 겁나 무습노 ㄷㄷㄷㄷㄷ..,2025-03-31T22:36:40+09:00
﻿﻿킹비디아 이제 황사장 끗발 떨어졌나보네  테슬라는 일론말한마디에 추세가 바꼈는데 껄껄,킹비디아 이제 황사장 끗발 떨어졌나보네 테슬라는 일론말한마디에 추세가 바꼈는데 껄껄,킹비디아 이제 황사장 끗발 떨어졌나보네 테슬라는 일론말한마디에 추세가 바꼈는데 껄껄,2025-03-26T04:04:35+09:00
﻿﻿와 김치파워들...ㅋㅋㅋ 지수 상관없이 숏충이들 박멸시키겠다는 의지가ㅋㅋㅋㅋㅋ,와 김치파워들 지수 상관없이 숏충이들 박멸시키겠다는 의지가,와 김치파워들...ㅋㅋㅋ 지수 상관없이 숏충이들 박멸시키겠다는 의지가ㅋㅋㅋㅋㅋ,2025-03-28T17:56:39+09:00
﻿﻿하아아- 하아아아따 ㄱㄱ,하아아 하아아아따,하아아 하아아아따 ㄱㄱ,2025-03-28T21:55:21+09:00
﻿﻿118이 아니라 108로 갈거같은데,118이 아니라 108로 갈거같은데,118이 아니라 108로 갈거같은데,2025-03-26T22:50:50+09:00
﻿﻿그래 힘내라,그래 힘내라,그래 힘내라,2025-03-26T00:10:24+09:00
﻿﻿안돼 ㅠㅠ 올라가,안돼 올라가,안돼 ㅠㅠ 올라가,2025-03-25T17:23:32+09:00
﻿﻿간만에 도파민 풀충,간만에 도파민 풀충,간만에 도파민 풀충,2025-03-24T23:12:31+09:00
﻿﻿꼭분위기 초치네 휴ㅡㅡㅋ,꼭분위기 초치네 휴,꼭분위기 초치네 휴ㅡㅡㅋ,2025-03-25T14:31:41+09:00
﻿﻿진짜 실화냐 이 자식? 테슬라보다가 엔비진입보려고 분석하는데 걍 흐르기만하네 거래량 많은데 흐름 ㅋㅋ,진짜 실화냐 이 자식 테슬라보다가 엔비진입보려고 분석하는데 걍 흐르기만하네 거래량 많은데 흐름,진짜 실화냐 이 자식? 테슬라보다가 엔비진입보려고 분석하는데 걍 흐르기만하네 거래량 많은데 흐름 ㅋㅋ,2025-03-28T09:05:02+09:00
﻿﻿노답. 쭉쭉,노답 쭉쭉,노답. 쭉쭉,2025-03-27T21:19:27+09:00
﻿﻿이게 무슨난리냐,이게 무슨난리냐,이게 무슨난리냐,2025-03-31T22:41:13+09:00
﻿﻿간만에   ㅎ,간만에,간만에 ㅎ,2025-04-02T02:04:07+09:00
﻿﻿에효 테슬라오르니 이생키가 문제고.....인생답이없네...,에효 테슬라오르니 이생키가 문제고인생답이없네,에효 테슬라오르니 이생키가 문제고.....인생답이없네...,2025-03-26T22:13:02+09:00
﻿﻿젠슨황이 양자 주주보다 양자 모를듯,젠슨황이 양자 주주보다 양자 모를듯,젠슨황이 양자 주주보다 양자 모를듯,2025-03-23T18:59:16+09:00
﻿﻿요호? 많이 빠지네,요호 많이 빠지네,요호? 많이 빠지네,2025-03-26T23:13:08+09:00
﻿﻿생퀴야,생퀴야,생퀴야,2025-03-27T06:37:05+09:00
﻿﻿아래 석유 관세 확정 아님 구라 속지마셈,아래 석유 관세 확정 아님 구라 속지마셈,아래 석유 관세 확정 아님 구라 속지마셈,2025-03-31T01:08:49+09:00
﻿﻿하루수익 100만원  장시작전 매물 다 정리했지만 어렵다 나스닥ㅋㅋ 기관들이 더이상 내리기 싫어하는것 같은데??ㅋㅋㅋㅋ 다들 눈치보는건가 트럼프 발표ㅋㅋㅌㅌ,하루수익 100만원 장시작전 매물 다 정리했지만 어렵다 나스닥 기관들이 더이상 내리기 싫어하는것 같은데 다들 눈치보는건가 트럼프 발표,하루수익 100만원 장시작전 매물 다 정리했지만 어렵다 나스닥ㅋㅋ 기관들이 더이상 내리기 싫어하는것 같은데??ㅋㅋㅋㅋ 다들 눈치보는건가 트럼프 발표ㅋㅋㅌㅌ,2025-03-27T02:26:52+09:00
﻿﻿110은 국밥이지,110은 국밥이지,110은 국밥이지,2025-03-28T23:10:22+09:00
﻿﻿아까 안줍길 잘했네 더 빠지네 ㄷㄷ,아까 안줍길 잘했네 더 빠지네,아까 안줍길 잘했네 더 빠지네 ㄷㄷ,2025-03-31T22:42:19+09:00
﻿﻿왜이렇게 짜치지...,왜이렇게 짜치지,왜이렇게 짜치지...,2025-03-28T19:47:54+09:00
﻿﻿나는 그렇다쳐도.. 트럼프는 지금 무슨생각 하고있을까.,나는 그렇다쳐도 트럼프는 지금 무슨생각 하고있을까,나는 그렇다쳐도.. 트럼프는 지금 무슨생각 하고있을까.,2025-03-31T23:23:48+09:00
﻿﻿괴안아 우린 개미잔아..... 없는셈 치고 버텨 보자고 4년 금방 가긋제 ....,괴안아 우린 개미잔아 없는셈 치고 버텨 보자고 4년 금방 가긋제,괴안아 우린 개미잔아..... 없는셈 치고 버텨 보자고 4년 금방 가긋제 ....,2025-03-27T10:17:25+09:00
﻿﻿토스 캡처해서 신고할까 ㄹㅇ,토스 캡처해서 신고할까,토스 캡처해서 신고할까 ㄹㅇ,2025-03-28T22:34:25+09:00
﻿﻿4월 2일날,4월 2일날,4월 2일날,2025-03-31T20:39:34+09:00
﻿﻿진짜 머더냐,진짜 머더냐,진짜 머더냐,2025-03-25T09:32:13+09:00
﻿﻿과연,과연,과연,2025-03-31T12:11:25+09:00
﻿﻿오늘부터 불장 고고고~~~,오늘부터 불장 고고고,오늘부터 불장 고고고,2025-03-24T13:13:18+09:00
﻿﻿126을 한번에 갈려나 아니면 118을 다시 줄려나 나는 126 간다에 한표  팔아도 126부터 분할매도 해야지  네마녀의날때 떨어진다 해놓고 월요일날 올려버리네 ㅋㅋ,126을 한번에 갈려나 아니면 118을 다시 줄려나 나는 126 간다에 한표 팔아도 126부터 분할매도 해야지 네마녀의날때 떨어진다 해놓고 월요일날 올려버리네,126을 한번에 갈려나 아니면 118을 다시 줄려나 나는 126 간다에 한표 팔아도 126부터 분할매도 해야지 네마녀의날때 떨어진다 해놓고 월요일날 올려버리네 ㅋㅋ,2025-03-25T01:49:22+09:00
﻿﻿??,,??,2025-03-31T09:09:27+09:00
﻿﻿한번 반등 할거라 믿는다잉 ㅎ,한번 반등 할거라 믿는다잉,한번 반등 할거라 믿는다잉 ㅎ,2025-03-26T23:17:26+09:00
﻿﻿오르는 이유-eu의 관세전쟁 사실상 항복 찌라시,오르는 이유eu의 관세전쟁 사실상 항복 찌라시,오르는 이유eu의 관세전쟁 사실상 항복 찌라시,2025-03-28T22:17:52+09:00
﻿﻿번지대 슈웃,번지대 슈웃,번지대 슈웃,2025-03-27T23:05:33+09:00
﻿﻿오늘 어디까지 떨어질까요....,오늘 어디까지 떨어질까요,오늘 어디까지 떨어질까요....,2025-03-31T14:55:42+09:00
﻿﻿고수 인정??,고수 인정,고수 인정??,2025-03-27T13:55:05+09:00
﻿﻿신기한건 코카콜라랑 항상 반대로가네요 ㅡㅡㅋ  오르면 내리고 내리면 오르고... 뭐지..,신기한건 코카콜라랑 항상 반대로가네요 오르면 내리고 내리면 오르고 뭐지,신기한건 코카콜라랑 항상 반대로가네요 ㅡㅡㅋ 오르면 내리고 내리면 오르고... 뭐지..,2025-03-27T23:06:54+09:00
﻿﻿NVDA는 현재 이미 데드크로스가 발생한 상태입니다. 즉 50일 이동평균선이 200일 이동평균선을 하향 돌파했고 이건 기술적 분석상 하락 추세(Stage 4) 진입 신호로 해석됩니다.  현재 NVDA 하락 흐름 요약 (데드크로스 포함 1000자 이내)  **엔비디아(NVDA)**는 최근 주가가 급락하며 **데드크로스(50일선이 200일선 하향 돌파)**가 발생했습니다. 이는 추세추종 트레이더 관점에서 하락 전환(Stage 4) 신호로 해석됩니다.   1. 차익 실현 + 고점 부담: AI 기대감으로 급등한 주가에 고평가 인식 확산 매도세 유입.  2. 수요 둔화 우려: 주요 고객사들이 AI GPU 재고를 쌓아두고 있는 상황.  3. 미국의 수출 규제: 중국향 AI 반도체 수출 통제로 실적 압박 예상.  4. 경쟁사 부상: AMD·인텔의 AI GPU 진입 본격화.  5. 기술적 약세: 데드크로스 발생 거래량 동반 하락세 지속.  현재 기술적으로도 반등 시도가 매도에 눌리며 저점 갱신 중이고 이는 인버스 포지션 유지에 유리한 구간으로 판단됩니다.,NVDA는 현재 이미 데드크로스가 발생한 상태입니다 즉 50일 이동평균선이 200일 이동평균선을 하향 돌파했고 이건 기술적 분석상 하락 추세Stage 4 진입 신호로 해석됩니다 현재 NVDA 하락 흐름 요약 데드크로스 포함 1000자 이내 엔비디아NVDA는 최근 주가가 급락하며 데드크로스50일선이 200일선 하향 돌파가 발생했습니다 이는 추세추종 트레이더 관점에서 하락 전환Stage 4 신호로 해석됩니다 1 차익 실현 고점 부담 AI 기대감으로 급등한 주가에 고평가 인식 확산 매도세 유입 2 수요 둔화 우려 주요 고객사들이 AI GPU 재고를 쌓아두고 있는 상황 3 미국의 수출 규제 중국향 AI 반도체 수출 통제로 실적 압박 예상 4 경쟁사 부상 AMD인텔의 AI GPU 진입 본격화 5 기술적 약세 데드크로스 발생 거래량 동반 하락세 지속 현재 기술적으로도 반등 시도가 매도에 눌리며 저점 갱신 중이고 이는 인버스 포지션 유지에 유리한 구간으로 판단됩니다,NVDA는 현재 이미 데드크로스가 발생한 상태입니다. 즉 50일 이동평균선이 200일 이동평균선을 하향 돌파했고 이건 기술적 분석상 하락 추세Stage 4 진입 신호로 해석됩니다. 현재 NVDA 하락 흐름 요약 데드크로스 포함 1000자 이내 엔비디아NVDA는 최근 주가가 급락하며 데드크로스50일선이 200일선 하향 돌파가 발생했습니다. 이는 추세추종 트레이더 관점에서 하락 전환Stage 4 신호로 해석됩니다. 1. 차익 실현 고점 부담 AI 기대감으로 급등한 주가에 고평가 인식 확산 매도세 유입. 2. 수요 둔화 우려 주요 고객사들이 AI GPU 재고를 쌓아두고 있는 상황. 3. 미국의 수출 규제 중국향 AI 반도체 수출 통제로 실적 압박 예상. 4. 경쟁사 부상 AMD인텔의 AI GPU 진입 본격화. 5. 기술적 약세 데드크로스 발생 거래량 동반 하락세 지속. 현재 기술적으로도 반등 시도가 매도에 눌리며 저점 갱신 중이고 이는 인버스 포지션 유지에 유리한 구간으로 판단됩니다.,2025-03-29T22:21:59+09:00
﻿﻿118불 밑으론 주우세요,118불 밑으론 주우세요,118불 밑으론 주우세요,2025-03-27T22:54:28+09:00
﻿﻿근데 엔비디아 악플러가 왜이리 많음?? 원래 그런건지 아니면 요새 젠슨황이 양자주쪽 건들어서 그런거임?,근데 엔비디아 악플러가 왜이리 많음 원래 그런건지 아니면 요새 젠슨황이 양자주쪽 건들어서 그런거임,근데 엔비디아 악플러가 왜이리 많음?? 원래 그런건지 아니면 요새 젠슨황이 양자주쪽 건들어서 그런거임?,2025-03-24T10:56:04+09:00
﻿﻿오늘 데드크로스 만들어지면 105까지 가겠네,오늘 데드크로스 만들어지면 105까지 가겠네,오늘 데드크로스 만들어지면 105까지 가겠네,2025-03-26T23:02:00+09:00
﻿﻿이거 뚫겠는데 진짣 ㄷㄷ,이거 뚫겠는데 진짣,이거 뚫겠는데 진짣 ㄷㄷ,2025-03-24T23:36:47+09:00
﻿﻿조루임?ㅎ,조루임,조루임?ㅎ,2025-03-29T00:14:39+09:00
﻿﻿에라이~~ㄴㄱㅈㅇㄹ,에라이,에라이ㄴㄱㅈㅇㄹ,2025-04-02T00:28:08+09:00
﻿﻿연속6일간 이 ㄷㄹ야,연속6일간 이 야,연속6일간 이 ㄷㄹ야,2025-04-01T22:42:21+09:00
﻿﻿ㅡㅡ,,ㅡㅡ,2025-03-27T00:26:07+09:00
﻿﻿130에 깔끔하게 빠지려고했는데 4월안에는 오겠죠?? 근데 130찍으면 또 쭉쭉 올라갈거같고...ㅠ,130에 깔끔하게 빠지려고했는데 4월안에는 오겠죠 근데 130찍으면 또 쭉쭉 올라갈거같고,130에 깔끔하게 빠지려고했는데 4월안에는 오겠죠?? 근데 130찍으면 또 쭉쭉 올라갈거같고...ㅠ,2025-03-27T09:27:53+09:00
﻿﻿105불 리테스트,105불 리테스트,105불 리테스트,2025-04-01T23:07:55+09:00
﻿﻿들어갈만한가용??,들어갈만한가용,들어갈만한가용??,2025-03-27T22:00:40+09:00
﻿﻿에라이 이 호구들아 누가 엔비디아 사래?  고평가주를 누가 사래?  나스닥 대폭락 올건데 어쩔거냐 ㅋㅋㅋ  수고해라,에라이 이 호구들아 누가 엔비디아 사래 고평가주를 누가 사래 나스닥 대폭락 올건데 어쩔거냐 수고해라,에라이 이 호구들아 누가 엔비디아 사래? 고평가주를 누가 사래? 나스닥 대폭락 올건데 어쩔거냐 ㅋㅋㅋ 수고해라,2025-03-31T19:44:02+09:00
﻿﻿제발,제발,제발,2025-04-01T00:37:18+09:00
﻿﻿조졌네 이거,조졌네 이거,조졌네 이거,2025-03-31T20:37:38+09:00
﻿﻿Up,Up,Up,2025-03-25T23:30:09+09:00
﻿﻿20년간 연평균수익률 1등기업인데 아프니슬프니좀 그만들하세요ㅋㅋㅋㅋ,20년간 연평균수익률 1등기업인데 아프니슬프니좀 그만들하세요,20년간 연평균수익률 1등기업인데 아프니슬프니좀 그만들하세요ㅋㅋㅋㅋ,2025-03-26T08:40:08+09:00
﻿﻿아직까진 5연승인데 요번엔어떻게될지..,아직까진 5연승인데 요번엔어떻게될지,아직까진 5연승인데 요번엔어떻게될지..,2025-03-27T22:06:15+09:00
﻿﻿오늘의 홀짝게임은 실패다...,오늘의 홀짝게임은 실패다,오늘의 홀짝게임은 실패다...,2025-03-31T21:05:56+09:00
﻿﻿적당히 좀 내려라,적당히 좀 내려라,적당히 좀 내려라,2025-03-28T00:58:59+09:00
﻿﻿데이장 마지막 30분 퍼올리고 김치들은 오또k 오또k 가즈아 하면서 추매하다가 물리고 본장에서 장대음봉 맞고 트럼프 욕만 하고  ㅋㅋㅋㅋㅋㅋㅋ 며칠째냐 김치들아 .. 으휴,데이장 마지막 30분 퍼올리고 김치들은 오또k 오또k 가즈아 하면서 추매하다가 물리고 본장에서 장대음봉 맞고 트럼프 욕만 하고 며칠째냐 김치들아 으휴,데이장 마지막 30분 퍼올리고 김치들은 오또k 오또k 가즈아 하면서 추매하다가 물리고 본장에서 장대음봉 맞고 트럼프 욕만 하고 ㅋㅋㅋㅋㅋㅋㅋ 며칠째냐 김치들아 .. 으휴,2025-03-31T17:20:46+09:00
﻿﻿이왕 투자한거 이런장에서는  기다림이 최고네요~~,이왕 투자한거 이런장에서는 기다림이 최고네요,이왕 투자한거 이런장에서는 기다림이 최고네요,2025-03-27T01:05:24+09:00
﻿﻿120불 엄청 깔짝대네 힘이 없나..,120불 엄청 깔짝대네 힘이 없나,120불 엄청 깔짝대네 힘이 없나..,2025-03-24T21:27:35+09:00
﻿﻿살려쥬세요 ㅠㅡㅠ,살려쥬세요,살려쥬세요 ㅠㅡㅠ,2025-03-31T09:52:15+09:00
﻿﻿엔비디아는 확실히 보법이 다르다,엔비디아는 확실히 보법이 다르다,엔비디아는 확실히 보법이 다르다,2025-04-01T18:05:23+09:00
﻿﻿황회장 정신 차렸음 좋겠다,황회장 정신 차렸음 좋겠다,황회장 정신 차렸음 좋겠다,2025-03-26T05:28:27+09:00
﻿﻿테슬라는 열심히 쏘는데 넌 뭐하니,테슬라는 열심히 쏘는데 넌 뭐하니,테슬라는 열심히 쏘는데 넌 뭐하니,2025-03-27T23:39:55+09:00
